Fon Kodu,Risk Değeri,Fon Getiri (%),Fon Volatilite (%),Ölçüt Getiri (%),Ölçüt Volatilite (%),Negatif Gün Sayısı,Negatif Gün Oranı (%),Sharpe,Düzeltilmiş Sharpe,Beta,Alpha,Treynor,Sortino,RMD% (1 hafta),Downside Risk,Değişim Katsayısı
TE3,2,43.3993,5.8680,53.0027,1.6815,39,15.73,6.3039,-47.6091,0.7771,0.0127,47.6021,4.1416,1.9229,4.0387,0.1586
TFF,6,34.0020,24.8756,27.7428,34.2853,99,39.92,1.2517,1.0440,0.1320,0.1077,0.0000,1.5927,8.1514,16.7749,0.7989
TGA,5,18.7718,14.1136,61.3209,1.9014,115,46.37,1.2040,0.8872,-0.4460,0.1540,-38.0993,1.5418,4.6249,10.0375,0.8306
TGT,2,53.3344,1.8160,53.5523,1.4432,3,1.21,24.0763,177.0811,0.2637,0.1281,0.0000,74.7900,0.5951,0.2098,0.0415
TI1,2,57.6172,1.8448,59.0870,1.5403,1,0.40,25.2262,232.1303,1.1483,-0.0313,40.5278,,0.6045,0.0033,0.0396
TIP,6,7.3756,3.0861,7.1893,3.0100,37,32.46,4.8858,6.9126,0.9518,0.0037,15.8420,7.5031,1.0113,1.6022,0.2047
TIV,1,50.8223,1.8205,52.7018,1.5488,4,1.61,23.0811,124.2189,0.1751,0.1370,0.0000,19.2164,0.5965,0.3541,0.0433
TKM,1,57.8668,1.8587,56.1707,1.3818,1,0.40,25.1261,229.9147,1.1486,-0.0215,40.6594,,0.6091,0.0484,0.0398
TLZ,6,-15.8601,23.5242,-8.7889,25.3198,119,47.98,-0.7133,-0.9238,0.8610,-0.0366,-19.4885,-0.8427,7.7086,18.8032,-1.4020
TNI,4,58.1724,5.2295,53.0027,8.4731,48,19.35,9.0038,4.4450,0.0352,0.1807,0.0000,10.5035,1.7136,2.5706,0.1111
TNK,1,51.5060,1.9650,49.6672,2.0209,7,2.82,21.6128,19.9118,0.2498,0.1281,0.0000,14.7330,0.6439,0.5719,0.0463
TOT,1,53.9859,1.7586,55.7257,1.3109,1,0.40,25.1056,228.8384,0.0361,0.1688,0.0000,,0.5763,0.0452,0.0398
TPC,6,39.8724,11.2067,52.8146,8.4902,106,42.91,2.9793,2.9382,0.1200,0.1116,0.0000,4.2985,3.6723,7.0092,0.3357
TPJ,6,31.1164,3.7109,30.1998,4.7789,55,22.18,7.4092,-26.3289,0.7350,0.0311,37.4082,9.6140,1.2160,1.6881,0.1350
TPL,6,29.0204,3.7463,28.7428,4.6348,63,25.40,6.9127,-5.8744,0.7048,0.0312,36.7463,9.6648,1.2276,1.7773,0.1447
TPP,6,50.6519,16.0024,53.0027,8.4731,52,20.97,2.7042,0.6124,0.0504,0.1629,0.0000,3.1263,5.2438,8.5365,0.3698
TPZ,6,32.9680,3.9089,29.4931,4.5036,49,19.76,7.3875,-128.9239,0.8536,0.0254,33.8286,15.4343,1.2809,1.0857,0.1354
TSI,1,52.8073,1.8665,52.7018,1.5488,4,1.61,23.2236,145.1758,0.1963,0.1387,0.0000,22.5522,0.6116,0.2976,0.0431
TSP,5,30.2519,6.0064,23.0478,4.5471,71,28.63,4.4939,-6.4760,0.7978,0.0407,33.8337,4.9109,1.9682,3.6300,0.2225
TUA,6,77.9039,17.1926,77.8765,22.1309,106,42.74,3.4354,5.1494,0.6383,0.0825,92.5376,6.0914,5.6338,9.5271,0.2911
TYH,6,-7.5411,25.5336,-6.0020,24.0490,126,50.81,-0.3133,-0.3392,1.0243,-0.0078,-7.8112,-0.4057,8.3670,19.3593,-3.1914
TZC,6,-11.9350,23.7189,40.2240,6.3456,121,48.79,-0.5048,-0.5740,1.3689,-0.2336,-8.7458,-0.6332,7.7724,18.2375,-1.9811
TZD,6,-4.8184,29.2895,-4.9819,22.7820,117,47.18,-0.1494,-0.1572,1.1994,0.0063,-3.6492,-0.1821,9.5978,22.5721,-6.6918
TZL,1,58.1526,1.8788,58.0009,1.4558,1,0.40,24.9539,224.6627,1.2146,-0.0387,38.6014,,0.6157,0.0488,0.0401
TZT,3,34.3823,7.7119,40.0750,3.8704,48,19.35,3.9525,-12.5740,1.5333,-0.0864,19.8790,2.7796,2.5271,5.6477,0.2530
TZV,1,52.2246,2.1553,52.8859,1.5377,7,2.82,19.9241,-28.8268,0.4441,0.0948,96.6951,13.3641,0.7063,0.7354,0.0502
UPD,6,25.9658,3.8570,24.2836,4.5531,56,22.58,6.0876,-51.7016,0.7977,0.0235,29.4341,11.8032,1.2639,1.3784,0.1643
UPH,6,-5.7382,26.1351,-7.8818,24.0530,126,50.81,-0.2248,-0.2368,1.0589,0.0102,-5.5472,-0.2964,8.5641,19.6798,-4.4492
UPP,2,58.1959,1.8950,56.8104,2.1169,2,0.81,24.7574,209.7073,0.5400,0.0880,86.8870,62.1827,0.6210,0.1638,0.0404
UPS,6,21.1368,17.4861,24.2836,4.5531,81,32.66,1.1909,-2.8133,0.9508,-0.0004,21.9020,1.0651,5.7300,11.5883,0.8397
USY,6,20.8738,14.8162,,,108,43.55,1.2901,1.3699,,,,1.9549,4.8551,10.1781,0.7751
VEB,5,19.8900,11.3218,40.7276,1.3420,102,41.13,1.5926,0.8659,0.2377,0.0386,75.8499,1.9317,3.7100,8.1308,0.6279
VED,2,51.1809,1.7006,42.1409,1.3327,0,0.00,24.8584,232.4113,1.2633,-0.0124,33.4630,,0.5573,0.0000,0.0402
VEE,7,5.6941,20.2638,61.3170,1.9014,114,45.97,0.2687,0.2469,-0.0806,0.0373,-67.5914,0.3318,6.6402,15.2823,3.7210
VEG,5,27.2444,4.4611,31.2063,4.2176,76,30.65,5.4583,-0.9209,0.8790,0.0012,27.7021,8.4978,1.4618,2.2027,0.1832
VEH,6,-2.0095,24.8122,-3.1464,22.7787,126,50.81,-0.0463,-0.0468,1.0689,0.0082,-1.0743,-0.0597,8.1306,18.5387,-21.6074
VEI,5,19.8974,13.7443,11.1490,11.6856,116,46.77,1.3173,0.5974,1.1177,0.0263,16.1996,1.6143,4.5038,9.8345,0.7591
VEK,4,26.1559,8.8009,32.1979,5.3795,90,36.29,2.6515,1.4041,1.3248,-0.0550,17.6143,3.3027,2.8839,5.9977,0.3771
VEL,2,59.1618,2.0142,55.6383,1.4970,3,1.21,23.6018,188.4799,1.1786,-0.0223,40.3332,48.2471,0.6600,0.1402,0.0424
VEO,6,15.2483,15.9023,44.9675,1.3175,111,44.76,0.8998,0.6464,-0.1461,0.0788,-97.9655,1.1095,5.2110,11.7198,1.1114
VEP,3,47.2184,3.0286,54.5393,8.4675,38,15.32,13.0621,-0.4031,0.0292,0.1518,0.0000,16.1473,0.9924,1.2168,0.0766
VER,4,16.7640,10.7981,17.5927,8.3190,104,41.94,1.4078,0.9219,1.1534,-0.0121,13.1805,1.7258,3.5384,7.8576,0.7103
VES,3,48.5333,2.6506,36.4969,4.5156,21,8.47,15.2599,6.3097,0.3829,0.1126,0.0000,14.8773,0.8686,0.9671,0.0655
VET,5,29.3109,5.4415,33.9808,5.1386,80,32.26,4.8184,-4.3682,0.9899,-0.0125,26.4864,5.8826,1.7831,3.1402,0.2075
VEU,3,42.6083,4.1297,61.3170,1.9014,62,25.00,8.7799,10.2272,0.7837,-0.0082,46.2672,14.1624,1.3533,1.6425,0.1139
VEV,5,21.8438,14.3065,55.3076,8.4648,108,43.55,1.3498,0.8982,0.0084,0.0751,0.0000,1.6344,4.6881,10.3448,0.7409
VEY,1,26.4911,13.5452,40.4784,1.2925,91,36.69,1.7485,0.9300,1.0038,-0.0445,23.5953,2.0081,4.4386,9.7787,0.5719
VGA,6,85.7397,16.1349,74.1292,19.9281,96,38.71,3.9117,4.9605,0.5830,0.1175,0.0000,6.1900,5.2872,9.2783,0.2556
VGB,3,17.5580,7.4754,26.3510,3.3896,99,39.92,2.2113,0.8909,1.3436,-0.0592,12.3033,2.6097,2.4496,5.3660,0.4522
VGC,5,6.0617,18.6224,56.0759,8.4621,121,48.79,0.2974,0.2775,-0.0201,0.0256,0.0000,0.3855,6.1023,13.8930,3.3623
VGD,6,81.3759,16.9313,71.5931,18.6474,91,36.69,3.5664,2.8084,0.6443,0.0966,93.7167,4.9678,5.5482,10.2671,0.2804
VGE,6,10.5561,17.8549,26.1665,7.3899,118,47.58,0.5406,0.5048,2.0851,-0.1530,4.6297,0.6994,5.8508,13.0716,1.8496
VGF,6,3.1497,21.8469,57.6126,8.4570,130,52.42,0.1560,0.1494,0.0055,0.0125,0.0000,0.2016,7.1589,16.3635,6.4122
VGG,4,25.2343,12.9326,42.8475,1.3285,102,41.13,1.7212,1.1091,0.8328,-0.0321,26.7284,2.0503,4.2378,9.3187,0.5810
VGH,5,19.8392,14.2845,43.5542,1.3245,108,43.55,1.2701,0.9052,0.3406,0.0221,53.2664,1.6020,4.6809,10.3575,0.7873
VGK,4,24.5361,6.3406,42.8475,1.3285,91,36.69,3.4996,2.3131,0.8340,-0.0326,26.6069,4.5551,2.0777,4.0299,0.2857
VGP,6,4.8944,27.7877,,,121,48.79,0.1795,0.1765,,,,0.2469,9.1057,20.2052,5.5713
VGT,4,26.4874,13.6481,56.0749,1.6637,110,44.35,1.7287,1.4770,-0.4554,0.1758,-51.8126,2.4097,4.4723,9.1027,0.5785
VGY,4,16.8751,11.2359,56.0749,1.6637,120,48.39,1.3218,1.3384,0.1326,0.0350,0.0000,1.9369,3.6818,7.7601,0.7565
VGZ,4,29.2964,6.5471,55.3076,8.4648,89,35.89,3.9701,0.7985,0.0247,0.0987,0.0000,5.0925,2.1454,4.0013,0.2519
VK6,1,58.4961,1.8815,58.0009,1.4558,1,0.40,25.0333,222.2364,1.2145,-0.0378,38.7836,,0.6166,0.0913,0.0399
VKE,1,54.9358,1.7327,33.8202,1.5278,0,0.00,25.8162,243.3273,0.3326,0.1384,0.0000,,0.5678,0.0000,0.0387
VKJ,2,58.3551,1.9264,52.2392,5.1435,3,1.21,24.4032,204.0862,0.1007,0.1694,0.0000,67.8730,0.6313,0.1099,0.0410
VKT,1,53.1526,2.2291,52.8859,1.5377,9,3.63,19.5576,-95.8647,0.4420,0.0977,98.6433,12.0603,0.7304,0.8501,0.0511
VVA,6,1.8638,22.1647,57.6126,8.4570,120,48.39,0.0707,0.0694,-0.0394,0.0136,-39.7344,0.0925,7.2631,16.4294,14.1412
VVD,5,17.1707,15.5957,56.0759,8.4621,118,47.58,0.9768,0.7239,-0.0142,0.0630,0.0000,1.2841,5.1105,11.1885,1.0237
VVE,4,24.0635,12.4258,55.3076,8.4648,111,44.76,1.6920,0.9971,0.0007,0.0833,0.0000,2.2080,4.0718,8.5788,0.5910
VVM,2,45.4992,3.7218,54.5393,8.4675,43,17.34,10.2428,-62.2846,0.0497,0.1424,0.0000,8.7819,1.2196,2.1119,0.0976
VVU,5,20.0468,13.7382,43.5542,1.3245,106,42.74,1.3175,0.8529,0.1445,0.0506,0.0000,1.6160,4.5018,9.9499,0.7590
VVZ,5,16.3474,16.1696,44.9675,1.3175,108,43.55,0.9334,0.6105,-0.1356,0.0803,0.0000,1.1164,5.2986,12.0281,1.0714
VYB,6,-2.6540,22.0471,9.8955,20.6515,116,46.77,-0.1077,-0.1115,1.0332,-0.0488,-2.2985,-0.1318,7.2246,16.9371,-9.2837
YAK,4,19.9788,10.8564,17.9483,8.9418,114,45.97,1.6719,0.1403,1.1518,-0.0020,15.7589,1.9579,3.5575,7.8132,0.5981
YAS,6,-21.3822,23.7528,,,136,54.84,-0.9962,-0.9707,,,,-1.5154,7.7835,17.4884,-1.0038
YBE,5,28.5534,5.9292,32.6934,5.0493,79,31.85,4.3351,-2.7861,1.0347,-0.0157,24.8430,4.7226,1.9429,3.8450,0.2307
YBP,1,47.0466,2.4227,,,21,8.47,16.2361,-92.9390,,,,12.0197,0.7939,1.0723,0.0616
YBS,1,51.4163,1.6800,55.0405,1.3698,2,0.81,25.2440,203.1118,-0.0304,0.1736,0.0000,26.8697,0.5505,0.1481,0.0396
YDI,6,-6.6174,24.6475,-1.2058,22.2461,127,51.21,-0.2787,-0.3040,1.0853,-0.0226,-6.3293,-0.3594,8.0767,18.5994,-3.5880
YDK,1,55.2617,2.6027,53.3184,1.4719,16,6.45,17.2884,0.9095,0.2099,0.1426,0.0000,15.8232,0.8529,0.8643,0.0578
YDP,4,20.0696,18.7791,53.0027,1.6815,120,48.39,0.9517,0.9107,-0.6986,0.1915,-25.5831,1.3272,6.1537,13.1429,1.0507
YEF,6,-4.9215,26.0795,-1.1923,24.1111,120,48.39,-0.1665,-0.1726,1.0792,-0.0137,-4.0227,-0.2181,8.5459,19.4683,-6.0075
YFV,2,43.9357,2.0145,36.0770,2.2485,18,7.26,18.4355,61.2545,-0.1337,0.1638,0.0000,25.3446,0.6601,0.5043,0.0542
YHS,6,-5.4688,26.1887,-3.1464,22.7787,126,50.81,-0.1828,-0.1904,1.1315,-0.0055,-4.2303,-0.2401,8.5817,19.5480,-5.4712
YHT,1,51.1009,2.0301,,,15,6.05,20.7798,111.7445,,,,47.5733,0.6652,0.3509,0.0481
YKS,1,45.2128,6.7684,77.5117,1.8439,84,33.87,5.6130,3.9595,0.3206,0.0762,0.0000,8.1086,2.2179,3.6565,0.1782
YKT,6,80.6263,18.5958,77.8765,22.1309,102,41.13,3.2553,3.9462,0.6917,0.0756,87.5145,5.0226,6.0936,11.1719,0.3072
YLB,2,57.8605,1.8950,57.7256,1.4201,2,0.81,24.6416,207.6791,1.2701,-0.0490,36.7648,33.4729,0.6210,0.1434,0.0406
YOA,5,30.5753,4.4438,23.0478,4.5470,65,26.21,6.1152,-21.7023,0.7478,0.0455,36.3406,7.3072,1.4562,2.2769,0.1635
YOT,3,30.0482,6.8848,56.1504,2.4599,86,34.68,3.9008,-1.7842,0.7403,-0.0257,36.2782,4.3136,2.2561,4.4580,0.2564
YPF,2,16.0274,15.9708,60.6862,8.4474,80,32.26,1.0105,0.6797,-0.0213,0.0682,0.0000,0.9750,5.2334,11.8152,0.9896
YPK,5,32.2437,12.5089,61.3170,1.9014,75,30.24,2.3086,-1.0048,0.7123,-0.0237,40.5416,2.1850,4.0990,8.6224,0.4332
YPL,5,28.8177,4.2399,28.3622,4.6218,63,25.40,6.0740,-35.6289,0.8045,0.0214,32.0134,8.5245,1.3894,1.8595,0.1646
YPP,6,-11.0215,21.7102,,,127,51.21,-0.5255,-0.5758,,,,-0.7104,7.1141,16.2925,-1.9031
YRO,6,8.6735,6.5130,6.4189,3.0608,0,0.00,3.1575,-1.0260,-0.1603,0.0908,0.0000,,2.1342,0.0000,0.3167
YSF,5,28.2419,3.9820,31.3043,4.4719,60,24.19,6.3396,-52.2485,0.8602,0.0059,29.3482,11.5690,1.3049,1.4233,0.1577
YSU,4,28.7232,9.3846,21.0049,8.0280,101,40.73,2.7252,-1.4634,1.0986,0.0188,23.2801,3.1415,3.0752,6.4388,0.3669
ZBD,4,6.0302,14.3267,55.3068,1.6678,118,47.58,0.3997,0.3539,0.3238,-0.0351,17.6824,0.4882,4.6947,10.8051,2.5020
ZHB,6,-3.2864,22.6745,2.4056,19.5366,122,49.19,-0.1438,-0.1456,1.1359,-0.0226,-2.8714,-0.2004,7.4301,16.6492,-6.9520
ZHD,6,27.7522,4.3583,29.4931,4.5036,66,26.61,5.7157,-76.5376,0.9578,-0.0012,26.0095,12.9737,1.4282,1.3080,0.1750
ZHE,6,8.9126,18.7019,61.3170,1.9014,113,45.56,0.4633,0.3351,-0.1531,0.0641,-56.5873,0.5245,6.1284,14.3181,2.1585
ZHF,3,36.8981,3.8048,40.7276,1.3420,57,22.98,8.3316,-3.4295,0.9041,0.0005,35.0639,9.7778,1.2468,2.0749,0.1200
ZHG,3,25.1119,7.2257,31.5941,5.9278,80,32.26,3.1969,-4.5454,1.1372,-0.0338,20.3127,3.0968,2.3678,4.9712,0.3128
ZPC,4,22.1566,13.6807,40.2240,6.3456,112,45.16,1.4461,0.9269,0.7307,-0.0208,27.0740,1.8571,4.4830,9.7293,0.6915
ZPE,6,-1.0051,22.7640,9.8955,20.6515,117,47.18,-0.0102,-0.0102,1.0717,-0.0417,-0.2165,-0.0123,7.4595,17.4848,-98.1143
ZPF,6,31.2241,3.7184,29.9982,4.5137,47,18.95,7.4493,-128.8865,0.8108,0.0240,34.1642,15.9789,1.2185,1.0032,0.1342
ZPG,2,49.0974,1.5405,25.9770,3.3776,0,0.00,26.5044,261.8959,-0.0891,0.1703,0.0000,,0.5048,0.0000,0.0377
ZPK,1,50.5695,1.6183,38.2774,1.6199,0,0.00,25.8570,250.4627,-0.1316,0.1831,0.0000,,0.5303,0.0000,0.0387
